College_ID,IQ,Prev_Sem_Result,CGPA,Academic_Performance,Internship_Experience,Extra_Curricular_Score,Communication_Skills,Projects_Completed,Placement,Gender,MBA_Percentage,SSC_Percentage,HSC_Percentage,Salary,placement_success,Specialization
CLG0033,70,5.48,5.32,10,No,8,1,2,No,Female,96.04,80.47,89.15,0,Unplaced,HR
CLG0066,89,6.45,6.94,4,Yes,7,3,3,No,Male,99.06,89.15,54.7,0,Unplaced,Marketing
CLG0066,102,8.3,8.79,5,Yes,5,7,5,No,Female,96.07,83.64,50.6,0,Unplaced,IT
CLG0088,79,5.49,5.18,1,No,4,9,2,No,Female,65.09,74.87,90.73,0,Unplaced,IT
CLG0005,100,7.8,7.93,3,No,2,6,4,No,Female,92.95,85.92,85.61,0,Unplaced,IT
CLG0036,128,5.6,5.64,8,No,0,7,0,No,Female,76.39,91.21,70.61,0,Unplaced,IT
CLG0003,115,6.06,5.71,6,No,5,3,1,No,Male,99.63,61.24,97.02,0,Unplaced,HR
CLG0032,124,5.86,5.53,3,Yes,9,8,3,Yes,Female,78.89,66.81,88.33,800000,Unplaced,Finance
CLG0014,105,5.34,5.83,7,No,4,10,5,No,Female,82.15,61.19,98.39,0,Unplaced,HR
CLG0038,117,8.36,8.31,6,Yes,7,6,1,No,Male,81.19,72.61,96.47,0,Unplaced,IT
CLG0005,89,7.32,6.95,5,No,0,3,3,No,Female,72.87,94.25,74.06,0,Unplaced,HR
CLG0046,90,9.16,8.87,8,No,9,2,4,No,Male,63.0,67.26,87.74,0,Unplaced,IT
CLG0090,58,5.49,5.26,8,No,0,9,5,No,Male,95.83,68.72,83.46,0,Unplaced,Operations
CLG0056,117,5.72,5.73,3,Yes,6,7,4,No,Male,92.11,93.02,90.57,0,Unplaced,Finance
CLG0081,123,6.53,6.37,8,No,7,10,3,Yes,Female,65.58,75.77,89.38,300000,Average,Operations
CLG0060,91,8.83,8.79,10,Yes,9,10,3,Yes,Male,91.07,76.77,57.66,1000000,High,Marketing
CLG0083,96,6.53,6.2,9,Yes,0,9,3,No,Male,85.03,93.04,61.69,0,Unplaced,HR
CLG0075,88,7.04,6.87,10,Yes,8,4,5,No,Male,76.37,74.53,63.29,0,Unplaced,Marketing
CLG0007,105,6.51,6.08,3,No,6,4,4,No,Female,70.16,84.08,90.92,0,Unplaced,HR
CLG0013,116,5.4,5.79,8,Yes,6,6,0,No,Female,94.39,54.28,90.54,0,Unplaced,Operations
CLG0025,73,9.7,9.4,8,Yes,7,2,0,No,Female,88.01,58.93,74.77,0,Unplaced,IT
CLG0012,106,7.74,8.0,7,Yes,7,10,3,No,Female,81.91,70.22,79.04,0,Unplaced,IT
CLG0031,95,8.94,8.79,8,Yes,0,1,2,No,Female,84.38,74.74,91.35,0,Unplaced,HR
CLG0092,101,8.29,8.26,1,No,3,10,0,No,Female,63.64,98.29,65.63,0,Unplaced,IT
CLG0015,106,7.57,7.36,3,No,10,3,4,No,Female,78.96,98.53,52.51,0,Unplaced,Operations
CLG0097,97,5.45,5.65,6,No,8,5,4,No,Male,67.75,92.56,74.13,0,Unplaced,IT
CLG0011,98,8.21,8.55,7,No,2,2,5,No,Male,68.34,65.78,95.69,0,Unplaced,Operations
CLG0032,96,5.78,5.57,7,No,5,9,4,No,Male,86.45,98.2,89.52,0,Unplaced,Marketing
CLG0080,114,7.07,6.81,6,No,3,1,1,No,Male,96.45,84.47,68.33,0,Unplaced,Operations
CLG0009,106,8.15,8.33,4,No,0,3,1,No,Female,76.15,69.65,53.24,0,Unplaced,Finance
CLG0052,103,8.91,8.61,5,Yes,2,5,4,No,Male,68.31,85.08,81.85,0,Unplaced,Finance
CLG0041,80,8.43,8.57,9,No,2,1,0,No,Male,85.95,50.83,91.72,0,Unplaced,Finance
CLG0012,94,8.36,7.95,1,Yes,2,4,1,No,Male,94.85,57.31,83.25,0,Unplaced,HR
CLG0083,113,5.75,5.87,2,No,10,10,2,Yes,Male,89.93,91.48,71.25,400000,Average,HR
CLG0078,100,6.73,6.74,5,No,5,1,3,No,Female,94.75,82.28,56.17,0,Unplaced,HR
CLG0012,109,5.21,4.82,5,Yes,8,7,1,No,Female,81.46,68.21,95.54,0,Unplaced,Operations
CLG0064,126,8.6,8.75,7,Yes,6,1,1,No,Female,90.08,75.03,63.8,0,Unplaced,HR
CLG0088,115,9.76,9.71,8,No,6,3,0,No,Male,65.6,95.26,61.21,0,Unplaced,Marketing
CLG0073,101,6.32,6.04,10,No,0,4,0,No,Female,73.93,81.58,90.8,0,Unplaced,Finance
CLG0085,92,5.44,5.29,6,No,8,4,2,No,Male,75.58,69.91,99.06,0,Unplaced,Operations
CLG0012,61,7.38,7.37,6,Yes,3,7,5,No,Female,80.45,56.02,83.01,0,Unplaced,Finance
CLG0037,97,9.28,8.87,5,Yes,7,5,2,No,Female,97.16,64.69,81.24,0,Unplaced,HR
CLG0005,95,7.76,8.22,5,No,0,8,5,Yes,Female,94.97,98.92,65.97,600000,Unplaced,Operations
CLG0009,105,5.23,5.4,8,No,7,3,2,No,Female,65.38,71.87,51.02,0,Unplaced,IT
CLG0057,97,9.87,9.47,5,No,8,8,2,Yes,Female,66.91,73.59,59.59,1000000,High,Marketing
CLG0020,95,9.14,9.46,6,No,4,9,1,No,Male,74.31,74.93,79.22,0,Unplaced,HR
CLG0070,73,5.66,5.48,3,No,6,9,2,No,Female,71.63,94.21,57.57,0,Unplaced,HR
CLG0013,85,9.61,9.71,5,Yes,10,9,5,Yes,Male,84.59,80.2,94.19,800000,Unplaced,Marketing
CLG0080,107,7.25,7.03,9,Yes,9,1,2,No,Male,96.11,84.68,59.41,0,Unplaced,Marketing
CLG0084,125,6.86,7.09,3,No,1,9,4,Yes,Male,98.49,69.47,76.11,600000,Unplaced,IT
CLG0005,98,7.31,7.53,8,No,0,8,1,No,Male,86.14,51.45,75.6,0,Unplaced,HR
CLG0043,104,9.17,9.22,7,Yes,10,2,1,No,Male,93.53,96.55,80.2,0,Unplaced,HR
CLG0081,114,8.3,8.04,4,Yes,5,3,1,No,Female,81.01,97.46,66.37,0,Unplaced,Finance
CLG0054,87,5.3,5.05,5,No,8,7,3,No,Female,68.33,97.46,93.68,0,Unplaced,Operations
CLG0062,105,9.79,9.67,8,Yes,0,3,2,No,Female,80.99,97.18,72.22,0,Unplaced,Operations
CLG0010,88,5.74,5.39,10,No,9,2,5,No,Female,82.2,90.76,85.01,0,Unplaced,Finance
CLG0030,112,8.73,8.57,7,No,0,4,2,Yes,Male,89.7,84.23,81.8,1200000,High,Operations
CLG0007,102,8.18,8.36,10,No,3,9,2,Yes,Female,68.8,92.23,55.86,400000,Average,Marketing
CLG0057,104,5.94,6.27,10,No,9,2,0,No,Female,74.73,80.03,81.13,0,Unplaced,Operations
CLG0011,88,5.85,5.68,2,No,5,1,0,No,Male,74.56,56.72,77.54,0,Unplaced,Operations
CLG0072,110,9.35,9.08,8,Yes,8,10,0,No,Male,98.38,69.56,94.93,0,Unplaced,Finance
CLG0051,131,7.1,7.43,8,No,1,7,3,No,Female,77.76,98.56,94.04,0,Unplaced,IT
CLG0064,84,8.27,8.66,9,No,4,1,2,No,Female,90.2,67.56,57.55,0,Unplaced,Operations
CLG0031,94,7.52,7.43,2,No,6,6,1,No,Male,90.03,93.39,54.08,0,Unplaced,Operations
CLG0001,103,8.64,8.17,4,No,3,5,1,No,Female,70.62,54.66,64.73,0,Unplaced,IT
CLG0089,111,7.4,7.59,2,No,5,8,4,Yes,Female,82.87,66.71,99.33,1200000,High,Finance
CLG0058,91,6.44,6.72,4,Yes,5,3,5,No,Female,95.77,67.55,51.08,0,Unplaced,IT
CLG0092,57,6.82,6.34,3,No,3,3,0,No,Female,79.01,52.58,83.64,0,Unplaced,Finance
CLG0087,120,9.3,9.4,7,No,3,1,3,Yes,Male,97.8,55.95,80.43,1200000,High,Marketing
CLG0051,111,7.34,7.43,5,No,8,4,4,No,Male,68.58,59.66,82.33,0,Unplaced,Finance
CLG0093,73,6.07,5.95,7,Yes,10,10,3,No,Male,62.97,91.89,60.91,0,Unplaced,Marketing
CLG0022,90,9.67,9.92,2,No,0,10,1,No,Female,95.66,53.17,61.34,0,Unplaced,Marketing
CLG0074,123,8.98,8.91,4,No,4,6,5,Yes,Female,93.91,64.94,71.53,600000,Unplaced,Finance
CLG0046,121,5.28,5.46,6,Yes,10,5,2,No,Female,99.7,50.51,54.79,0,Unplaced,HR
CLG0017,114,9.99,10.01,5,Yes,8,7,1,No,Female,87.18,84.78,53.73,0,Unplaced,Finance
CLG0013,97,8.47,8.22,2,No,8,10,1,No,Female,97.47,81.02,54.42,0,Unplaced,Operations
CLG0080,101,5.8,5.91,7,No,8,1,0,No,Male,93.08,82.25,78.65,0,Unplaced,Operations
CLG0076,98,6.19,6.43,2,No,1,3,1,No,Female,93.78,68.72,69.89,0,Unplaced,HR
CLG0079,116,8.46,8.93,9,Yes,6,4,3,Yes,Female,82.77,60.41,64.68,300000,Average,Marketing
CLG0039,86,8.9,8.78,7,No,9,6,2,No,Male,75.29,86.02,65.79,0,Unplaced,HR
CLG0019,87,6.2,5.76,3,No,7,4,0,No,Female,97.38,90.56,60.36,0,Unplaced,Operations
CLG0085,115,6.28,6.77,6,Yes,0,7,4,No,Male,77.28,56.93,70.58,0,Unplaced,HR
CLG0061,99,6.54,6.66,5,No,1,10,1,No,Male,81.55,74.34,60.15,0,Unplaced,Finance
CLG0096,120,7.99,8.44,9,No,0,10,0,Yes,Male,77.84,62.44,84.9,800000,Unplaced,HR
CLG0005,89,5.86,5.46,3,No,8,3,0,No,Male,82.59,58.41,56.2,0,Unplaced,Marketing
CLG0057,99,5.52,5.36,2,No,9,8,0,No,Male,78.82,86.72,97.41,0,Unplaced,Finance
CLG0047,86,8.39,8.02,2,Yes,10,7,3,No,Female,61.92,76.9,54.49,0,Unplaced,IT
CLG0079,100,8.9,9.24,4,Yes,4,3,4,No,Male,95.28,60.81,97.17,0,Unplaced,Operations
CLG0032,77,7.5,7.88,1,Yes,3,9,0,No,Male,77.78,65.5,91.66,0,Unplaced,Operations
CLG0001,92,6.82,6.82,9,Yes,7,10,3,No,Female,83.56,98.33,84.04,0,Unplaced,HR
CLG0079,78,7.16,6.85,3,No,2,5,4,No,Female,65.57,92.43,95.62,0,Unplaced,Finance
CLG0035,110,6.94,6.57,5,Yes,7,2,2,No,Male,60.14,94.0,56.96,0,Unplaced,IT
CLG0084,110,9.8,9.89,2,No,2,9,3,Yes,Female,69.81,73.0,58.82,400000,Average,Finance
CLG0031,74,8.84,8.85,8,No,5,8,0,No,Female,88.18,81.19,62.61,0,Unplaced,Operations
CLG0020,120,6.04,6.23,3,No,3,8,1,No,Male,63.97,68.84,62.24,0,Unplaced,Finance
CLG0047,137,6.92,6.73,5,No,7,1,3,No,Male,96.36,53.89,65.54,0,Unplaced,IT
CLG0024,100,7.72,7.62,7,No,6,4,2,No,Female,68.6,70.05,78.78,0,Unplaced,HR
CLG0040,90,8.06,7.58,2,Yes,4,7,4,No,Male,68.18,79.7,51.41,0,Unplaced,Marketing
CLG0074,142,7.34,7.45,3,No,2,6,2,No,Male,67.26,64.36,69.11,0,Unplaced,Finance
CLG0078,80,9.05,8.97,8,No,4,9,4,Yes,Female,60.56,92.4,62.32,400000,Average,Marketing
CLG0099,100,8.84,9.26,10,No,3,8,3,Yes,Male,90.87,57.56,80.33,600000,Unplaced,Operations
CLG0064,102,7.53,7.67,8,Yes,7,9,4,No,Male,95.0,68.36,99.26,0,Unplaced,HR
CLG0093,120,9.27,9.17,3,No,10,4,0,No,Male,84.57,56.25,75.88,0,Unplaced,HR
CLG0073,105,8.76,8.52,10,No,4,8,5,Yes,Male,67.53,70.24,71.28,600000,Unplaced,Finance
CLG0010,92,8.89,9.3,7,No,9,6,3,No,Male,71.41,51.98,68.41,0,Unplaced,HR
CLG0061,85,9.78,9.3,2,Yes,9,9,1,No,Female,79.04,63.63,89.25,0,Unplaced,Finance
CLG0002,94,6.33,6.16,9,No,4,10,2,No,Female,98.17,70.04,53.6,0,Unplaced,Finance
CLG0023,84,6.34,6.78,8,No,1,1,2,No,Male,69.89,73.91,97.99,0,Unplaced,Marketing
CLG0082,100,9.44,9.59,9,No,8,6,3,No,Female,89.27,77.18,70.9,0,Unplaced,HR
CLG0065,91,8.86,8.89,9,No,5,10,1,No,Male,77.58,63.75,65.69,0,Unplaced,Finance
CLG0058,77,9.63,9.33,7,No,10,10,3,Yes,Male,71.91,76.15,98.7,600000,Unplaced,Marketing
CLG0011,118,5.32,5.65,4,No,0,2,0,No,Male,78.24,75.45,96.79,0,Unplaced,IT
CLG0036,92,8.14,7.84,5,No,2,3,5,No,Male,62.85,65.81,82.1,0,Unplaced,Marketing
CLG0097,80,5.72,5.47,7,No,3,9,5,No,Male,91.95,91.51,50.93,0,Unplaced,Marketing
CLG0063,97,7.52,7.21,5,No,9,5,0,No,Female,69.73,77.28,87.43,0,Unplaced,Finance
CLG0036,101,5.78,5.44,10,Yes,9,5,1,No,Female,89.02,66.61,66.78,0,Unplaced,Operations
CLG0057,73,5.64,6.09,8,No,1,1,3,No,Male,62.73,97.37,69.41,0,Unplaced,Operations
CLG0088,104,5.06,5.16,5,No,10,10,1,No,Female,98.2,92.26,57.94,0,Unplaced,Operations
CLG0089,84,8.15,8.29,5,Yes,9,2,1,No,Male,67.72,99.13,76.17,0,Unplaced,Marketing
CLG0023,125,6.8,7.25,5,No,3,9,0,No,Female,95.31,84.61,87.23,0,Unplaced,Finance
CLG0054,107,5.53,5.26,4,Yes,1,7,0,No,Male,92.38,68.91,63.65,0,Unplaced,HR
CLG0063,94,6.61,6.12,7,Yes,5,4,1,No,Female,98.71,64.04,96.94,0,Unplaced,Marketing
CLG0086,88,5.84,5.94,2,No,9,7,1,No,Male,79.12,83.17,59.74,0,Unplaced,Marketing
CLG0033,98,9.71,9.72,10,No,8,10,4,Yes,Male,89.1,99.04,53.31,800000,Unplaced,Finance
CLG0047,109,6.6,6.58,4,Yes,0,2,0,No,Female,74.83,81.34,82.22,0,Unplaced,IT
CLG0019,99,6.67,6.23,3,Yes,4,5,1,No,Female,67.37,94.08,92.47,0,Unplaced,Marketing
CLG0034,96,9.2,9.15,10,Yes,8,9,4,Yes,Male,77.72,66.46,97.66,600000,Unplaced,IT
CLG0023,100,8.24,8.03,8,Yes,10,2,5,No,Female,66.63,70.35,88.36,0,Unplaced,IT
CLG0090,90,8.55,8.32,7,Yes,6,3,5,No,Male,99.28,95.31,59.98,0,Unplaced,Operations
CLG0086,94,8.18,7.9,3,No,10,5,5,No,Female,63.85,87.84,98.88,0,Unplaced,Finance
CLG0067,68,9.73,9.56,4,Yes,5,5,1,No,Female,83.57,99.07,95.97,0,Unplaced,IT
CLG0004,114,6.04,5.89,4,Yes,6,8,4,Yes,Male,85.06,88.74,58.16,800000,Unplaced,Finance
CLG0097,104,9.95,9.76,10,No,8,7,1,No,Female,81.52,72.43,77.94,0,Unplaced,Operations
CLG0075,88,9.15,9.63,7,No,2,3,5,No,Female,86.49,76.55,77.78,0,Unplaced,Finance
CLG0084,128,7.94,8.37,8,Yes,7,5,5,Yes,Male,64.65,95.03,72.13,300000,Average,Marketing
CLG0096,101,8.31,8.38,4,Yes,0,8,5,Yes,Female,82.2,77.58,99.21,300000,Average,IT
CLG0053,84,8.24,8.72,8,Yes,9,5,3,No,Male,71.49,62.77,52.98,0,Unplaced,Finance
CLG0015,112,5.29,5.78,1,No,5,2,0,No,Male,97.61,71.78,81.36,0,Unplaced,HR
CLG0089,105,6.09,5.95,9,Yes,8,10,5,No,Male,90.48,75.82,60.27,0,Unplaced,Finance
CLG0017,105,9.81,9.76,7,No,0,2,1,No,Male,98.9,54.84,76.37,0,Unplaced,IT
CLG0022,93,7.67,8.13,4,Yes,4,1,2,No,Male,61.5,87.19,88.99,0,Unplaced,Operations
CLG0034,106,6.89,7.0,8,No,7,6,5,No,Female,71.41,55.47,62.34,0,Unplaced,Operations
CLG0033,96,8.81,8.52,10,No,9,1,2,No,Male,67.82,70.25,69.67,0,Unplaced,IT
CLG0025,108,7.62,7.81,2,No,10,8,4,No,Male,60.45,90.23,97.54,0,Unplaced,Marketing
CLG0014,71,5.07,4.78,8,Yes,5,1,0,No,Female,69.69,73.38,88.07,0,Unplaced,Marketing
CLG0050,93,8.68,8.52,10,Yes,5,8,4,Yes,Female,87.15,92.1,78.64,800000,Unplaced,Operations
CLG0030,125,8.66,8.39,6,No,2,6,0,No,Female,69.24,67.09,61.1,0,Unplaced,Operations
CLG0086,88,5.83,5.57,7,No,7,9,2,No,Male,80.36,97.88,71.27,0,Unplaced,IT
CLG0022,90,9.78,9.28,7,No,0,3,5,No,Male,95.51,60.47,88.7,0,Unplaced,Marketing
CLG0083,93,6.12,6.5,2,No,3,7,2,No,Male,87.75,51.91,91.03,0,Unplaced,Operations
CLG0004,81,7.29,7.09,2,Yes,7,2,5,No,Female,75.79,93.62,62.23,0,Unplaced,Marketing
CLG0072,66,5.57,5.16,4,No,5,5,4,No,Male,74.9,87.61,83.1,0,Unplaced,Operations
CLG0045,96,8.02,7.61,6,Yes,10,1,5,No,Female,78.23,61.6,54.75,0,Unplaced,Finance
CLG0074,102,6.88,6.94,4,No,8,5,5,No,Male,67.08,99.24,51.16,0,Unplaced,HR
CLG0028,99,6.77,7.26,6,No,0,8,3,No,Female,85.36,75.11,77.43,0,Unplaced,Finance
CLG0054,97,9.13,8.78,5,Yes,1,10,2,Yes,Male,74.57,97.55,61.22,300000,Average,Operations
CLG0058,100,5.05,4.65,6,No,0,3,0,No,Male,94.09,75.25,53.95,0,Unplaced,HR
CLG0085,115,8.99,8.93,9,No,10,6,1,No,Male,90.26,73.59,86.49,0,Unplaced,HR
CLG0065,97,7.86,7.92,6,No,3,4,1,No,Female,84.42,72.46,74.9,0,Unplaced,Operations
CLG0037,91,9.93,9.72,6,No,8,8,1,No,Female,74.57,66.74,89.81,0,Unplaced,Operations
CLG0054,95,7.95,7.75,8,No,3,2,2,No,Male,68.4,76.69,83.2,0,Unplaced,Marketing
CLG0098,108,5.28,5.2,5,No,8,5,3,No,Male,91.05,72.63,86.49,0,Unplaced,Operations
CLG0011,121,5.25,5.06,5,No,5,6,2,No,Male,79.46,51.84,65.37,0,Unplaced,IT
CLG0016,90,9.42,9.84,10,No,4,8,0,No,Female,68.99,63.02,63.16,0,Unplaced,Operations
CLG0078,101,9.21,8.75,1,Yes,9,2,5,No,Male,67.81,60.66,80.04,0,Unplaced,IT
CLG0065,105,6.73,6.46,6,Yes,3,9,2,No,Male,66.62,93.37,60.0,0,Unplaced,Operations
CLG0095,85,8.09,8.4,1,No,9,7,2,No,Male,91.09,79.94,90.77,0,Unplaced,Marketing
CLG0044,100,7.45,7.78,8,No,1,10,2,No,Male,69.16,88.18,76.15,0,Unplaced,IT
CLG0043,78,9.84,9.45,10,Yes,7,4,2,No,Female,81.07,97.84,61.35,0,Unplaced,Finance
CLG0076,73,9.75,10.22,9,No,2,10,0,No,Female,78.06,82.2,81.26,0,Unplaced,IT
CLG0027,105,9.92,10.11,6,Yes,0,2,2,No,Male,83.18,99.13,97.25,0,Unplaced,Marketing
CLG0081,94,9.33,9.1,9,No,10,8,3,Yes,Male,95.09,65.59,54.1,400000,Average,IT
CLG0080,103,9.55,9.51,2,No,9,2,4,No,Female,94.71,59.31,55.47,0,Unplaced,Operations
CLG0001,99,6.09,5.89,9,Yes,6,2,0,No,Female,78.04,70.17,92.19,0,Unplaced,Operations
CLG0030,85,9.16,8.81,4,Yes,7,9,3,Yes,Male,60.61,73.54,55.48,600000,Unplaced,Marketing
CLG0064,99,8.54,8.33,3,No,6,4,1,No,Female,77.06,94.77,51.97,0,Unplaced,HR
CLG0037,81,9.81,9.89,1,No,3,7,1,No,Female,84.25,78.0,67.4,0,Unplaced,Operations
CLG0023,120,7.86,8.19,1,No,7,10,0,Yes,Male,82.31,64.61,73.34,400000,Average,Finance
CLG0027,79,5.43,5.29,8,No,9,4,4,No,Female,86.05,87.13,78.47,0,Unplaced,Marketing
CLG0080,97,7.99,7.84,2,No,3,5,2,No,Female,66.16,75.29,75.37,0,Unplaced,IT
CLG0088,84,8.43,8.4,1,Yes,4,1,0,No,Male,85.86,58.11,95.66,0,Unplaced,IT
CLG0028,108,6.1,6.24,2,No,7,10,2,No,Male,67.31,78.84,88.43,0,Unplaced,Finance
CLG0030,95,6.97,7.22,3,No,1,1,2,No,Female,90.02,95.57,99.19,0,Unplaced,Operations
CLG0090,92,7.99,7.82,4,Yes,9,10,1,No,Male,73.56,92.13,73.82,0,Unplaced,Marketing
CLG0088,112,6.87,6.96,9,Yes,7,10,4,Yes,Female,88.4,79.34,54.22,400000,Average,Finance
CLG0095,100,6.87,6.76,7,No,4,3,2,No,Male,61.91,68.85,97.78,0,Unplaced,Operations
CLG0089,107,5.67,5.89,5,No,4,6,0,No,Female,76.31,54.35,50.21,0,Unplaced,Marketing
CLG0051,85,9.7,9.36,5,Yes,6,1,1,No,Male,88.2,73.48,88.8,0,Unplaced,IT
CLG0002,78,8.75,8.51,6,No,3,4,2,No,Female,69.07,87.6,51.56,0,Unplaced,Marketing
CLG0071,101,5.01,4.94,1,No,2,9,5,No,Female,91.81,68.01,88.06,0,Unplaced,HR
CLG0087,95,8.83,9.22,6,Yes,5,2,5,No,Female,85.23,61.77,96.9,0,Unplaced,Marketing
CLG0093,109,8.7,8.77,6,Yes,5,2,5,No,Male,83.5,96.57,69.46,0,Unplaced,HR
CLG0035,98,5.05,5.52,5,No,9,2,1,No,Male,74.14,91.08,62.05,0,Unplaced,Marketing
CLG0094,103,6.85,6.45,10,No,5,10,1,No,Female,79.3,81.91,61.31,0,Unplaced,HR
CLG0029,75,8.03,7.99,9,Yes,6,10,0,No,Female,83.89,56.84,74.59,0,Unplaced,IT
CLG0031,128,7.26,7.18,10,Yes,3,7,0,No,Male,78.9,57.25,58.54,0,Unplaced,Operations
CLG0042,97,8.89,8.99,10,Yes,2,7,3,No,Male,87.93,55.16,83.65,0,Unplaced,HR
CLG0066,110,7.13,7.44,5,Yes,2,6,2,No,Male,77.35,80.81,68.42,0,Unplaced,HR
CLG0051,87,5.77,6.11,9,Yes,2,2,5,No,Male,68.09,55.78,66.16,0,Unplaced,IT
CLG0079,104,9.88,10.05,10,No,1,5,1,No,Male,68.56,92.13,73.06,0,Unplaced,HR
CLG0016,80,6.21,6.35,7,No,5,6,3,No,Male,60.23,99.65,77.13,0,Unplaced,Finance
CLG0008,106,8.59,9.04,3,No,0,6,0,No,Female,72.04,68.32,57.1,0,Unplaced,IT
CLG0061,94,5.72,5.6,9,Yes,5,10,4,No,Male,89.96,72.68,85.39,0,Unplaced,Finance
CLG0092,100,6.65,6.98,10,No,7,6,1,No,Female,91.77,85.58,94.15,0,Unplaced,IT
CLG0040,110,7.21,7.63,7,Yes,5,6,4,No,Male,68.1,96.86,63.9,0,Unplaced,HR
CLG0081,81,5.96,5.95,4,Yes,1,1,4,No,Male,98.36,94.7,59.02,0,Unplaced,Finance
CLG0057,89,7.25,7.48,9,No,6,4,5,No,Female,80.1,52.88,88.03,0,Unplaced,HR
CLG0078,106,5.79,5.67,6,Yes,2,1,1,No,Female,96.68,58.45,59.18,0,Unplaced,IT
CLG0085,131,7.8,7.46,9,Yes,8,3,3,No,Male,88.27,87.73,52.06,0,Unplaced,HR
CLG0050,97,8.32,8.41,4,No,10,2,3,No,Female,88.9,84.44,80.96,0,Unplaced,Finance
CLG0027,108,5.31,5.01,10,No,7,2,1,No,Female,63.4,56.66,61.99,0,Unplaced,Finance
CLG0085,98,9.36,9.32,2,Yes,5,6,5,No,Female,68.8,75.1,58.59,0,Unplaced,HR
CLG0032,129,5.93,6.3,9,Yes,0,1,2,No,Female,60.35,89.04,99.08,0,Unplaced,Marketing
CLG0080,73,6.13,5.72,10,No,1,4,4,No,Male,88.65,60.94,64.59,0,Unplaced,IT
CLG0028,101,8.31,7.84,4,No,7,9,3,No,Female,73.78,93.56,95.17,0,Unplaced,IT
CLG0029,75,7.34,7.45,2,No,5,3,1,No,Male,91.47,52.65,58.91,0,Unplaced,HR
CLG0049,62,7.5,7.33,7,No,0,8,0,No,Male,73.56,89.11,90.95,0,Unplaced,Marketing
CLG0036,104,5.64,5.56,7,Yes,8,9,0,No,Male,92.77,80.79,75.1,0,Unplaced,Finance
CLG0024,102,9.03,8.94,5,Yes,7,2,1,No,Male,65.23,65.76,53.93,0,Unplaced,Operations
CLG0085,95,8.09,7.68,5,Yes,1,5,2,No,Female,66.93,86.05,86.68,0,Unplaced,Operations
CLG0039,98,5.68,5.18,8,Yes,9,6,0,No,Female,73.64,89.12,94.6,0,Unplaced,HR
CLG0050,146,6.87,7.27,6,Yes,4,5,2,No,Male,76.34,96.69,58.15,0,Unplaced,Marketing
CLG0008,96,9.05,8.77,1,No,2,6,1,No,Male,73.95,68.39,86.28,0,Unplaced,Marketing
CLG0092,107,7.84,7.77,4,Yes,0,5,1,No,Male,90.55,84.3,72.25,0,Unplaced,IT
CLG0082,90,5.54,6.01,1,Yes,6,7,4,No,Male,63.88,80.13,87.69,0,Unplaced,Finance
CLG0083,104,6.86,7.19,5,No,8,5,1,No,Female,74.05,76.26,85.7,0,Unplaced,Marketing
CLG0019,96,6.21,5.82,5,Yes,10,5,2,No,Male,93.49,94.52,51.33,0,Unplaced,Operations
CLG0038,93,7.59,7.6,4,Yes,6,7,3,No,Female,62.67,50.16,58.94,0,Unplaced,Finance
CLG0044,127,9.22,9.45,9,No,2,3,0,No,Male,97.69,64.11,73.55,0,Unplaced,Finance
CLG0026,117,7.18,7.38,8,Yes,5,10,0,No,Male,99.45,76.91,96.68,0,Unplaced,HR
CLG0070,102,7.17,7.43,10,No,2,7,4,No,Male,63.54,58.91,67.1,0,Unplaced,Marketing
CLG0049,65,9.53,9.49,3,No,3,8,3,Yes,Male,71.65,95.39,81.44,800000,Unplaced,HR
CLG0026,94,7.88,7.56,5,No,0,5,2,No,Female,74.9,82.38,50.6,0,Unplaced,Marketing
CLG0092,140,7.83,7.79,6,No,1,4,2,No,Female,91.06,73.89,85.56,0,Unplaced,IT
CLG0032,96,6.31,6.46,5,Yes,0,2,4,No,Female,83.84,90.74,80.15,0,Unplaced,HR
CLG0034,116,8.04,8.15,8,No,9,5,1,No,Male,85.77,72.54,85.77,0,Unplaced,HR
CLG0045,121,7.88,7.45,5,Yes,1,6,3,No,Male,90.3,77.93,95.23,0,Unplaced,Operations
CLG0037,103,6.98,6.54,8,No,3,9,0,No,Female,64.72,50.14,57.32,0,Unplaced,HR
CLG0089,87,9.95,10.42,10,No,5,6,3,No,Female,93.33,68.29,63.08,0,Unplaced,Marketing
CLG0086,63,9.41,9.06,10,No,10,6,4,No,Male,88.22,56.94,99.79,0,Unplaced,Operations
CLG0095,110,8.75,8.54,3,No,7,6,1,No,Male,83.09,84.48,57.81,0,Unplaced,HR
CLG0006,87,7.69,7.96,5,No,9,8,5,No,Female,95.59,73.95,86.03,0,Unplaced,HR
CLG0031,102,7.31,7.22,4,Yes,8,6,3,No,Male,88.01,65.09,86.25,0,Unplaced,IT
CLG0065,81,5.92,5.6,6,No,9,1,1,No,Male,68.07,73.39,84.15,0,Unplaced,HR
CLG0009,96,6.53,6.5,3,No,6,1,3,No,Female,77.19,60.48,61.37,0,Unplaced,Finance
CLG0076,100,8.87,8.94,10,No,3,10,0,No,Male,79.76,96.25,60.76,0,Unplaced,Operations
CLG0021,104,7.27,7.22,4,No,6,2,2,No,Female,62.21,52.7,83.32,0,Unplaced,Finance
CLG0067,83,9.41,9.83,4,No,0,1,3,No,Male,98.19,93.27,59.31,0,Unplaced,Operations
CLG0042,117,5.74,5.52,5,No,10,3,2,No,Female,65.14,75.57,83.08,0,Unplaced,IT
